物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
24261529,南区城南町沈目,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町沈目,　637-1,,下益城城南中学校,,,,,,,,,,,,,,,,下宮地バス停,10,その他,相談,他社,媒介,,780,,,,,606,,畑,,,,所有権,,,,,,南側:私道:幅員4m:間口4m,,,,112,,,,,,,,,,,,無指定,集落内開発区域内,市街化調整区域,40,80,,,作州不動産株式会社/熊本東店,096-288-7368,096-288-7471,,,2019/6/7 14:50,,,,,,,,,,,,,32.7014016,130.7390067
23746680,北区清水東町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水東町,509番地1号,清水小学校,清水中学校,,,,,,,,,,,,,,,,「北津留」バス停,5,更地,,,,,652,,,,,205.35,,宅地,,,,所有権,,,,,,南側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,26m接面　一方道路,市街化区域,60,150,都市ガス:上水道:下水道:電気,,株式会社ベストプランツ,096-380-9007,096-380-1823,,,2019/5/27 14:31,,,,,,,,,,,,,32.8372922,130.727598
23746510,北区清水岩倉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水岩倉,1丁目558-13,清水小,清水中・竜南中,,熊本電鉄本線「八景水谷駅」,,,30,,,,,,,,,,,,,更地,即,他社,専任,高台,"1,030",,,,,336.6,,宅地,,,,所有権,,,,,,南側:公道:幅員5m:間口20m,,,,,,,,,,,,,,,,1種低層,宅地造成等規正法,市街化区域,40,80,下水道:側溝,,エイブルネットワーク熊本地所株式会社,096-327-9775,096-346-4110,,,2019/6/17 14:06,,,,,,,草がいっぱい、向かい側深い崖(?)あり,,,,,,32.8423389,130.7427474
23716541,中央区黒髪,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,黒髪,4丁目722-2,黒髪小学校,桜山中学校,,,,,,,,,,,,,,,,立田山自然公園入口バス停,11,上物有,相談,他社,専属専任,古家付（未登記）160812　新島,500,,,,,393.9,,宅地,,,,所有権,,,,,,西側:公道:幅員4m:間口20m,,,,,,,,,,,,,,,,1種中高,風致地区、宅地造成規制区域,市街化区域,30,150,,,新産不動産株式会社,096-312-5070,096-353-3339,中田,,2019/5/23 15:06,,,,,,,,,,,,,32.8212131,130.7292146
23632101,西区河内町岳,,土地,売地,売地,売地,公開,熊本県,熊本市西区,河内町岳,　字茶碗山1844番322他4筆,芳野小学校,芳野中学校,,,,,,,,,,,,,,,,峠の茶屋バス停,9,更地,相談,他社,専任,大規模建築物は要確認が必要上水道要引込160812新島,"1,530",,,,,"1,652.89",,畑,,,,所有権,,,,,,東側:公道:幅員7m:間口72m,,,無,,,,,,,,,,,,,無指定,農地転用,都市計画区域外,,,プロパンガス（個別）:上水道:電気:浄化槽（個別）,日当たり良好,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,中田,,2019/6/3 12:35,,,,,,,,,,,,,32.8317747,130.6449937
23559139,中央区京町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,京町,2丁目6-62,壺川小学校,京陵中学校,,,,,,,,,,,,,,,,京町本丁バス停,4,上物有,相談,他社,媒介,,"1,050",,,,,450.42,,宅地,,,,所有権,,,,,,北側:私道,,,,,,,,,,,,,,,,2種住居,私道負担有,市街化区域,60,200,上水道:浄化槽（集中）,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:14,,,,,,,,,,,,,32.8145576,130.7051163
23476422,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,7丁目1752-3,花園小学校,井芹中学校,,,,,,,,,,,,,,,,柿原公民館前バス停,8,上物有,相談,他社,専任,上物戸建980万でも販売あり,"1,140",,,,,289.65,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:15,,,,,,,,,,,,,32.8297724,130.6837072
23476352,西区横手,,土地,売地,売地,売地,公開,熊本県,熊本市西区,横手,4丁目,城西小学校,西山中学校,,,,,,,,,,,,,,,,戸坂入口バス停,5,更地,相談,他社,媒介,東側擁壁と間口スロープ造成東側高台・西側に間口造成予定,"1,340",,,,,190.51,,宅地,,,,所有権,,,,,,北側:公道:幅員4m:間口8.2m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,160,プロパンガス（個別）:上水道:下水道:電気:側溝,日当たり良好:閑静な住宅街,トオルプランニング有限会社,096-378-0802,096-378-1168,,,2019/5/23 15:35,,,,,,,,,,,,,32.8014166,130.6869875
23380801,北区山室,,土地,売地,売地,売地,公開,熊本県,熊本市北区,山室,2丁目,高平台小学校,京稜中　竜南中学校,,,,,,,,,,,,,,,,熊本電気鉄道「八景水谷」,15,,,,,,"1,500",,,,,347,,宅地,,,,所有権,,,,,,西側::幅員4m,,,,,,,,,,,,,,,,1種低層,航空法による規制有,,40,80,プロパンガス（個別）:上水道:下水道,日当たり良好:閑静な住宅街,株式会社三和不動産,096-319-5250,096-355-6063,,,2019/5/9 11:47,,,,,,,,,,,,,32.8427803,130.7142849
22968901,南区富合町御船手,,土地,売地,売地,売地,公開,熊本県,熊本市南区,富合町御船手,1563,富合小学校,富合中学校,,,,,,,,,,,,,,,,加瀬川橋バス停,9,上物有,相談,他社,媒介,,500,,,,,306.09,,宅地,,,,所有権,,,,,,南側::幅員3.06m,,,,,,,,,,,,,,,,2種住居,,非線引区域,60,200,プロパンガス（個別）:上水道:電気,セットバック要,株式会社ビーエス不動産,096-359-6767,096-359-6620,,,2019/2/16 14:04,,,,,,,,,,,,,32.735417,130.6770376
22785823,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,7丁目,,,,,,,,,,,,,,,,,,岳林寺バス停,3,上物有,即,他社,専属専任,解体費用相談可,290,,,,,117.05,,宅地,,,,所有権,,,,,,北側:私道:幅員4m:間口2m,,,,198,,,,,,,,,,,,1種低層,法22像　砂防法,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気:側溝,,株式会社共生住建,096-322-3333,096-322-1077,,,2019/3/12 17:07,,,,,,,,,,,,,32.8137127,130.6730553
22785485,東区月出,,土地,売地,売地,売地,公開,熊本県,熊本市東区,月出,1丁目2-69,月出小学校,錦ケ丘中学校,,,,,,,,,,,,,,,,鉄砲塚バス停,5,更地,即,他社,媒介,,"1,891",,,,,260.5,,宅地,,,,所有権,,,,,,南東側:私道:幅員4m:間口4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:22,,,,,,,,,,,,,32.801676,130.7603302
22784486,南区城南町千町　分譲地5号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町千町,　1127番3　5号地,杉上小学校,下益城城南中学校,,,,,,,,,,,,,,,,千町入口バス停,5,更地,相談,他社,売主,,596,,,,,246.49,,宅地,,,,所有権,,,,,,南西側:公道:幅員4.5m:間口2.6m,,,無,,,,,,,,,,,,,無指定,,調整区域,40,80,井戸,,有限会社マエダ企画,0964-28-2702,0964-28-5052,中田,,2019/6/18 13:25,,,,,,,,,,,,,32.7298796,130.7373223
22490264,北区鶴羽田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,鶴羽田,4丁目,北部東小学校,北部中学校,,,,,,,,,,,,,,,,鶴　バス停,1,更地,即,他社,媒介,,"1,680",,,,,466,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,,株式会社ホームステージ,096-385-8080,096-385-8081,,,2019/3/19 15:02,,,,,,,,,,,,,38.5770738,140.9553584
22484897,北区清水本町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水本町,14-21,清水小,竜南中亀井,,,,,,,,,,,,,,,,亀井橋バス停,3,上物有,,他社,媒介,建物・擁壁・浄化槽撤去費用売主負担南側地役権付き土地有り,"1,660",,,,,276.69,,宅地,,,,所有権,,,,,,西側:公道:幅員1m:間口16m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道,セットバック要,株式会社タケダコーポレーション,096-227-6282,096-227-6283,,,2019/5/31 11:42,,,,,,,,,,,,,32.8340591,130.7236259
22388626,北区植木町有泉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町有泉,,山東小,五霊中,,,,,,,,,,,,,,,,バス停　有泉バス停,3,更地,即,他社,,,973,,,,,"1,071.60",,宅地,,,,所有権,,,,,,南東側::幅員6m,,,,,,,,,,,,,,,,,,区域外,70,200,,,アイプラン,096-288-3625,096-288-3615,,,2019/3/23 14:26,,,,,,,,,,,,,32.9133685,130.7087734
22296864,北区龍田弓削,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田弓削,254-11,龍田小,龍田中,,,,,,,,,,,,,,,,片彦瀬バス停,7,更地,即,,,,955,,,,,197.57,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,上水道:下水道,,シミズ不動産,096-338-5936,096-338-0625,,,2019/3/1 15:55,,,,,,,,,,,,,38.5770738,140.9553584
22255427,北区清水万石,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水万石,3丁目195-1　195-2,清水小学校,竜南中学校,,,,,,,,,,,,,,,,万石バス停,3,更地,即,自社,専属専任,,600,,,,,264,,畑,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,農地法第5条届出必要,市街化区域,60,150,,,株式会社公明不動産,096-364-5555,096-362-5323,,,2019/2/21 12:14,,,,,,,近くに墓地、行き止まり。少し道が狭い。,,,,,,32.8352729,130.7298396
22184383,北区龍田弓削,,土地,売地,売地,売地,公開,熊本県,熊本市北区,弓削,2丁目258-3,龍田小校校区,龍田中学校校区,,,,,,,,,,,,,,,,バス停「片彦瀬」,4,更地,,,,,"1,180",,,,,208.72,,宅地,,,,所有権,,,,,,北側:公道:幅員6m,,,,,,,,,,,,,,,,1種住居,北側道路高低差有り,市街化区域,60,200,プロパンガス（個別）:下水道,,シミズ不動産,096-338-5936,096-338-0625,,,2019/3/1 15:55,,,,,,,,,,,,,32.8537101,130.7871355
22177073,北区津浦町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,津浦町,804番,高平台小学校校区,京稜中学校校区,,,,,,,,,,,,,,,,山伏塚バス停,2,,,,,,980,,,,,444.84,,宅地,,,,所有権,,,,,,北側:公道:幅員6m:間口18.5m,,,,,,,,,,,,,,,,2種中高,航空法・法第22条区域,,60,200,,日当たり良好:閑静な住宅街,のあ不動産企画株式会社,096-367-9095,096-234-6110,,,2019/5/31 15:04,,,,,,,,,,,,,32.824268,130.710702
22176858,北区清水岩倉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水岩倉,3丁目6番7,,,,,,,,,,,,,,,,,,「岩倉台北」バス停,2,更地,相談,他社,,岩倉台北地区計画区域,650,,,,,313.56,,宅地,,,,所有権,,,,,,北東側:公道:幅員6m,,,,,,,,,,,,,,,,1種中高,,市街化区域,40,100,上水道:下水道,,有限会社博友,092-555-4819,092-555-4659,中田,,2019/6/3 14:30,,,,,,,,,,,,,32.8444054,130.7446862
21914021,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,7丁目,城西小学校,西山中学校,,,,,,,,,,,,,,,,荒尾橋バス停,1,更地,即,他社,媒介,,700,,,,,324,,宅地,,,,所有権,,,,,,北東側:公道:幅員4.5m， 西側:私道:幅員4.3m,,,無,,,,,,,,,,,,,1種低層,外壁後退距離1m以上、高さの制限10m以下,市街化区域,40,80,上水道,,三井住友トラスト不動産株式会社熊本センター,096-320-8818,096-320-8828,,,2019/6/7 14:54,,,,,,,,,,,,,32.8137127,130.6730553
21808680,北区植木町滴水,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町滴水,　,桜井小,鹿南中,,,,,,,,,,,,,,,,バス停　植木宮の前,2,更地,相談,他社,媒介,セットバック済　現況渡しプロパンガス　浄化槽要,"1,190",,,,,215,,畑,,,,所有権,,,,,,北側:， 南側:,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,200,,,有限会社はしもと企画,096-273-0858,,中田,,2019/5/13 11:38,,,,,,,,,,,,,32.8909558,130.6901889
21804983,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,7丁目1271-2,花園小,井芹中,,,,,,,,,,,,,,,,柿原公民館前バス停,6,更地,相談,他社,媒介,,900,,,,,472,,畑,,,,所有権,,,,,,南側::幅員4m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,日当たり良好:閑静な住宅街,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:15,,,,,,,,,,,,,32.8143268,130.6957089
21786730,北区龍田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田,7丁目27-52,龍田小学校,龍田中学校,,,,,,,,,,,,,,,,二里木　バス停,8,更地,,他社,媒介,土砂災害警戒区域一部あり⇒以前建物があり、建物の一部がイエローゾーンにかかっていた。地震後解体し、現況更地。,800,,,,,330.2,,宅地,,,,所有権,,,,,,西側:公道,,,,,,,,,,,,,,,,1種中高,土砂災害警戒区域一部有り,市街化区域,60,150,,,エイブルネットワーク熊本地所株式会社,096-327-9775,096-346-4110,,,2019/1/11 14:58,,,,,,,,,,,,,32.8378532,130.7653657
21784342,北区龍田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田,2丁目,龍田西小学校,龍田中学校,,,,,,,,,,,,,,,,迫の上　バス停,2,更地,相談,他社,媒介,,350,,,,,295.2,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,有限会社フォーレスト開発,096-340-1616,096-340-1677,,,2019/6/6 18:02,,,,,,,,,,,,,32.834148,130.7489862
21784107,中央区新町,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市中央区,新町,1丁目,一新小学校,西山中学校,,,,,,,,,,,,,,,,新町　バス停,4,空,即,他社,媒介,,"1,200",,,木造,,37.85,,宅地,59.4,,1LDK,所有権,,,1986/2/1,完成済み,中古,南側:公道:幅員8.7m:間口5m,,,,,,,2,,,,,,,,,近隣商業,,市街化区域,80,400,都市ガス:上水道:下水道:電気:モニタ付インターホン:エアコン:収納スペース,,エイブルネットワーク熊本地所株式会社,096-327-9775,096-346-4110,,,2018/11/25 11:10,,,,,,,,,,,,,32.80345,130.6978892
21773011,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,4丁目2-98,城西小,西山中,,,,,,,,,,,,,,,,三軒屋バス停,3,更地,相談,他社,媒介,7/21　新島,590,,,,,178.05,,宅地,,,,所有権,,,,,,南側:公道:幅員4m:間口12m,,,,,,,,,,,,,,,,2種住居,,市街化区域,60,200,上水道:下水道:電気:側溝,閑静な住宅街,有限会社城山不動産管理,096-329-5733,096-329-1060,,,2019/6/6 17:46,,,,,,,,,,,,,32.8079605,130.689415
21772970,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,5丁目1082,花園小,井芹中,,,,,,,,,,,,,,,,上の原団地前バス停,2,上物有,相談,自社,媒介,未登記建物有り,190,,,,,62.82,,宅地,,,,所有権,,,,,,北側::間口5.2m， 東側::間口9.8m,,,,,,,,,,,,,,,,2種低層,,市街化区域,40,80,電気,,博報産業株式会社,096-382-5888,096-382-5210,,,2019/4/23 17:37,,,,,,,,,,,,,32.8143268,130.6957089
21772783,北区清水岩倉,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水岩倉,2丁目551-8,,,,,,,,,,,,,,,,,,北清水ヶ丘バス停,2,更地,,他社,媒介,,"1,049.04",,,,,433.5,,宅地,,,,所有権,,,,,,西側:公道:幅員4m:間口18.8m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,電気,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:15,,,,,,,8/16　竹藤、鶴田隣月極駐車場,,,,,,32.8423389,130.7427474
21772762,北区山室,,土地,売地,売地,売地,公開,熊本県,熊本市北区,山室,2丁目2,高平台小学校,竜南中学校・京陵中学校,,,,,,,,,,,,,,,,山室バス停,11,更地,,他社,一般,北側高台擁壁あり約4ｍ位置指定道路・見晴らし良し,"1,250",,,,,516,,雑種地,,,,所有権,,,,,,南側:私道:幅員4m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道:電気:側溝,閑静な住宅街,武田不動産開発,096-368-5024,096-368-5024,,,2019/6/7 16:53,,,,,,,,,,,,,32.8434497,130.7134378
21772742,北区龍田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田,8丁目1414,龍田小,龍田中,,,,,,,,,,,,,,,,高杉バス停,8,更地,相談,,,,"1,850",,,,,480.74,,宅地,,,,所有権,,,,,,西側:私道:幅員4m:間口4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/6/11 13:03,,,,,,,,,,,,,38.5770738,140.9553584
21772732,北区楠,,土地,売地,売地,売地,公開,熊本県,熊本市北区,楠,2丁目9-8,楠小,楠中,,,,,,,,,,,,,,,,楠団地入口バス停,4,,,,,,"1,790",,,,,295.22,,,,,,所有権,,,,,,北側:公道:幅員6m:間口15.3m,,,,,,,,,,,,,,,,1種低層,高さ制限10m,市街化区域,40,80,上水道:下水道:電気,,株式会社ハイコム,096-383-2112,096-383-2113,,,2019/6/11 14:43,,,,,,,,,,,,,38.5770738,140.9553584
21772682,西区春日,,土地,売地,売地,売地,公開,熊本県,熊本市西区,春日,4丁目1431-7,春日小,花陵中,,,,,,,,,,,,,,,,春日寺前バス停,2,更地,相談,,,,898,,,,,247.57,,宅地,,,,所有権,,,,,,東側:公道,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,,,株式会社ホームステージ,096-385-8080,096-385-8081,,,2019/3/19 15:02,,,,,,,,,,,,,38.5770738,140.9553584
21772681,北区山室,,土地,売地,売地,売地,公開,熊本県,熊本市北区,山室,3丁目3-27,,,,,,,,,,,,,,,,,,山室バス停,2,上物有,相談,他社,媒介,,590,,,,,242.79,,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口2m,,,無,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:電気,セットバック済,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:22,,,,,,,,,,,,,32.8422582,130.7163625
21772424,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,4丁目103番他2筆,,,,,,,,,,,,,,,,,,三軒屋バス停,2,上物有,相談,他社,媒介,,"1,600",,,,,770.06,,宅地,,,,所有権,,,,,,北東側:公道:幅員6m:間口32m， 北西側:公道:幅員1.9m:間口22m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,セットバック要,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:21,,,,,,,,,,,,,32.8079605,130.689415
21695260,北区植木町萩迫,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町荻迫,　字居屋敷,,,,,,,,,,,,,,,,,,植木駅,4,上物有,相談,他社,代理,,800,,,,,"1,163.91",,宅地,,,,所有権,,,,,,北側:公道:幅員3m:間口3m， 南側::幅員1.5m:間口29m,,,,,,,,,,,,,,,,無指定,集落内開発地域,調整区域,40,80,上水道:下水道:電気,,有限会社三嶋住建,096-273-5532,096-273-5531,中田,,2019/3/5 10:52,,,,,,,,,,,,,32.8811844,130.6804925
21695259,北区徳王,,土地,売地,売地,売地,公開,熊本県,熊本市北区,徳王,1丁目357番3,,,,,,,,,,,,,,,,,,徳王バス停,6,更地,,,,,"1,198",,,,,330,,畑,,,,所有権,,,,,,西側:私道:幅員4m,,,,,,,,,,,,,,,,1種中高,農地法5条許可申請,,60,150,プロパンガス（個別）:下水道,,有限会社foot（フット）,096-213-8200,096-213-8255,,,2019/5/31 15:06,,,,,,,,,,,,,32.837772,130.6991946
21695209,北区龍田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田,2丁目693-142、693-254,,,,,,,,,,,,,,,,,,上迫屋敷　バス停,5,上物有,即,他社,媒介,,"2,250",,,,,"1,649",,畑,,,,所有権,,,,,,,,,,,,,,,,,,,,,,準住居,,市街化区域,60,200,,,有限会社E.A.S,096-237-8989,096-380-2247,,,2019/5/23 14:22,,,,,,,,,,,,,32.834148,130.7489862
21694708,北区植木町岩野,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町岩野,596928,山東小,五霊中,,,,,,,,,,,,,,,,味取バス停,9,更地,,他社,媒介,,230,,,,,261.09,,宅地,,,,所有権,,,,,,南側:私道:幅員4m:間口18m， 西側:私道:幅員4m:間口14m,,,,,,,,,,,,,,,,無指定,集落内開発制度,調整区域,40,80,上水道:電気:側溝,,株式会社いえランド,096-351-1872,096-351-1871,,,2019/3/21 16:56,,,,,,,,,,,,,32.9059798,130.6996436
21694645,北区植木町今藤,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町今藤,,吉松小学校,,,,,,,,,,,,,,,,,吉松小学校前バス停,6,更地,相談,他社,専任,,800,,,,,889,,雑種地,,,,所有権,,,,,,北側:公道:幅員6m,,,無,,,,,,,,,,,,,無指定,集落内開発区域内,調整区域,40,80,,,株式会社エトウ,096-288-3850,096-288-3870,,,2019/3/25 15:27,,,,,,,,,,,,,32.9402305,130.7024571
